Unnamed: 0,NAME,TEAM,POS,NAT,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,FOULS,FOULED,TACKLES ATT/WON,AERIALS ATT/WON,DUELS ATT/WON,CLEAR,ERR CHANCE,ERR GOAL,POSS LOST,OFFSIDE,TOUCHES,INTERCEP,RECOV,LAST MAN TACKLE,PASSES,PASS COMP %,FINAL THIRD,LONG BALL,PEN,SHOTS,ON TARGET,BLOCKED,DRIBBLES,TOUCHES IN BOX,BIG CHANCE,CROSSES,SAVES,GOALS CON,PEN CON,PEN SAVE,DECISIVE,FIRST,EQUALISER,PEN WON,RATING,MATCH_ID
,B. Saka,Arsenal,WR,,England,80,1,1,1,-,2,2,2/2,0/0,9/4,1,-,-,11,-,44,-,4,-,20,90%,11,-,-,5,3,-,-,15,1,5,-,-,-,-,-,-,-,-,8.5,3356599
,K. Havertz,Arsenal,S,,Germany,90,1,1,-,-,2,3,1/1,8/3,19/8,2,-,-,10,-,44,1,1,-,18,78%,10,1,-,5,1,3,1,10,-,-,-,-,-,-,1,1,-,-,8.2,3356599
,G. Martinelli,Arsenal,WL,,Brazil,90,-,-,-,-,1,3,2/1,3/2,15/9,-,-,-,9,-,36,-,3,-,21,81%,10,-,-,1,-,1,2,11,1,2,-,-,-,-,-,-,-,-,7.0,3356599
,J. Timber,Arsenal,D,,Netherlands,21,-,-,-,-,-,-,0/0,2/2,6/4,-,1,-,3,-,16,-,1,-,7,86%,4,1,-,1,-,1,2,3,-,-,-,-,-,-,-,-,-,-,6.0,3356599
,L. Trossard,Arsenal,F,,Belgium,10,-,-,-,-,-,-,2/1,1/1,4/3,-,-,-,2,-,7,-,-,-,2,100%,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,,3356599
,G. Jesus,Arsenal,F,,Brazil,5,-,-,1,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356599
,J. Pickford,Everton,GK,,England,90,-,-,-,-,-,-,0/0,1/1,0/1,2,-,-,14,-,52,-,10,-,43,67%,17,32,-,-,-,-,-,-,-,-,2,3,-,-,-,-,-,-,5.9,3356600
,A. Young,Everton,DR,,England,65,-,-,-,1,1,2,4/1,1/0,9/6,-,-,-,13,-,48,2,4,-,22,68%,12,4,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,5.4,3356600
,J. Tarkowski,Everton,DCR,,England,90,-,-,1,-,2,-,2/1,3/1,11/3,2,-,-,11,-,68,4,5,-,53,85%,10,13,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.0,3356600
,M. Keane,Everton,DCL,,England,90,-,-,-,-,-,-,0/0,5/5,0/5,2,-,-,9,-,57,-,3,-,51,86%,10,14,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,5.8,3356600
,V. Mykolenko,Everton,DL,,Ukraine,90,-,-,-,-,-,2,0/0,2/1,8/3,2,-,-,13,-,55,1,5,-,28,86%,5,2,-,-,-,-,-,1,-,3,-,-,-,-,-,-,-,-,5.8,3356600
,T. Iroegbunam,Everton,DMCR,,England,90,-,-,-,-,2,1,9/5,2/1,21/12,1,1,-,19,-,56,4,13,-,28,61%,12,5,-,2,-,1,1,3,-,-,-,-,-,-,-,-,-,-,6.5,3356600
,I. Guèye,Everton,DMCL,,Senegal,90,-,-,-,-,1,1,2/1,2/2,10/5,-,-,-,10,-,48,-,4,-,35,83%,8,6,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.0,3356600
,J. Harrison,Everton,AMR,,England,85,-,-,-,-,-,1,0/0,2/0,9/4,1,-,-,15,1,41,-,2,-,20,75%,11,1,-,3,1,1,3,6,-,4,-,-,-,-,-,-,-,-,6.1,3356600
,A. Doucouré,Everton,AMC,,Mali,63,-,-,-,-,-,-,1/0,4/3,7/5,-,-,-,8,4,23,-,1,-,17,71%,5,-,-,1,-,1,1,1,-,2,-,-,-,-,-,-,-,-,5.6,3356600
,D. McNeil,Everton,AML,,England,90,-,-,-,-,1,-,2/1,0/0,5/2,1,-,-,9,-,40,2,4,-,25,80%,4,4,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,5.9,3356600
,D. C-Lewin,Everton,S,,England,76,-,-,-,-,-,1,0/0,7/3,8/4,-,-,-,6,2,20,-,-,-,14,86%,9,1,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,5.5,3356600
,I. Ndiaye,Everton,M,,Senegal,27,-,-,-,-,1,-,3/2,0/0,5/3,-,-,-,4,-,10,-,1,-,4,75%,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,5.7,3356600
,M. Holgate,Everton,D,,Jamaica,5,-,-,-,-,-,-,0/0,1/0,0/0,-,-,-,1,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356600
,Beto,Everton,F,,Guinea-Bissau,14,-,-,-,-,-,-,0/0,1/1,2/1,-,-,-,6,-,8,-,-,-,4,25%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356600
,J. Steele,Brighton,GK,,England,90,-,-,-,-,-,-,0/0,2/1,2/1,2,-,-,6,-,65,-,13,-,61,90%,1,7,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,6.7,3356600
,J. Veltman,Brighton,DR,,Netherlands,90,-,-,-,-,-,3,2/2,2/1,7/6,4,-,-,12,-,66,2,6,-,50,82%,6,4,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,7.2,3356600
,J. Hecke,Brighton,DCR,,Netherlands,90,-,-,-,-,1,-,2/2,5/2,10/4,3,-,-,7,-,94,-,4,-,87,93%,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.4,3356600
,L. Dunk,Brighton,DCL,,England,76,-,-,-,-,-,-,0/0,8/4,8/4,3,-,-,10,-,75,-,5,-,70,86%,6,7,-,1,-,-,-,2,-,-,-,-,-,-,-,-,-,-,6.7,3356600
,J. Hinshelwood,Brighton,DL,,England,90,-,-,-,-,-,-,0/0,1/1,3/1,3,-,-,15,-,82,1,5,-,56,84%,11,9,-,-,-,-,-,1,-,3,-,-,-,-,-,-,-,-,6.8,3356600
,J. Milner,Brighton,DMCR,,England,82,-,-,1,-,1,-,4/2,1/0,6/4,-,1,-,10,-,48,-,-,-,33,85%,10,3,-,-,-,-,-,2,-,7,-,-,-,-,-,-,-,-,5.8,3356600
,M. Wieffer,Brighton,DMCL,,Netherlands,90,-,1,-,-,2,1,4/3,3/0,16/5,2,-,-,15,-,88,-,8,-,72,88%,14,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.6,3356600
,Y. Minteh,Brighton,AMR,,Gambia,45,-,1,-,-,1,-,1/0,3/1,7/3,1,-,-,5,-,19,1,2,-,13,69%,8,-,-,-,-,-,1,4,1,-,-,-,-,-,-,-,-,-,6.6,3356600
,João Pedro,Brighton,AMC,,Brazil,82,-,-,-,-,-,2,2/1,2/2,8/6,-,-,-,13,-,29,1,1,-,16,56%,6,-,-,1,-,-,-,3,1,-,-,-,-,-,-,-,-,-,6.1,3356600
,K. Mitoma,Brighton,AML,,Japan,89,1,-,-,-,2,1,3/1,0/0,17/8,-,-,-,14,-,56,-,2,-,28,86%,15,2,-,4,3,1,4,8,-,1,-,-,-,-,1,1,-,-,7.6,3356600
,D. Welbeck,Brighton,S,,England,90,1,1,-,-,1,-,2/1,2/0,9/3,-,-,-,4,-,30,1,1,-,18,89%,8,1,-,2,1,-,1,4,-,-,-,-,-,-,-,-,-,-,7.5,3356600
,S. Adingra,Brighton,F,,Côte d’Ivoire,45,1,-,-,-,-,-,1/1,0/0,4/1,-,-,-,13,-,33,2,2,-,19,63%,7,-,-,2,1,1,-,4,-,1,-,-,-,-,-,-,-,-,7.3,3356600
,A. Webster,Brighton,D,,England,14,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356600
,B. Gilmour,Brighton,M,,Scotland,8,-,-,-,-,-,1,0/0,0/0,0/1,-,-,-,2,-,13,-,-,-,12,83%,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356600
,J. Sarmiento,Brighton,F,,Ecuador,8,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,1,-,8,-,1,-,6,100%,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356600
,Y. Ayari,Brighton,M,,Sweden,1,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,3,1,4,-,-,-,2,50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356600
,M. Sels,Notts Forest,GK,,Belgium,90,-,-,-,-,-,-,1/1,0/0,0/1,1,-,-,12,-,53,-,5,-,44,75%,5,26,-,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,7.0,3356602
,N. Williams,Notts Forest,DR,,Wales,90,-,-,1,-,2,-,5/3,2/2,14/9,1,-,-,10,-,60,2,4,-,32,81%,9,3,-,1,-,-,2,2,-,2,-,-,-,-,-,-,-,-,6.5,3356602
,W. Boly,Notts Forest,DCR,,Côte d’Ivoire,90,-,-,-,-,1,-,4/0,4/4,9/8,8,-,-,12,-,71,1,1,-,53,79%,4,11,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,6.1,3356602
,Murillo,Notts Forest,DCL,,Brazil,90,-,-,-,-,2,-,1/1,2/1,8/3,6,-,-,4,-,51,-,7,-,39,92%,3,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,6.7,3356602
,O. Aina,Notts Forest,DL,,Nigeria,54,-,-,-,-,2,-,2/2,0/0,5/2,2,-,-,13,-,42,1,2,-,25,80%,7,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,6.4,3356602
,I. Sangaré,Notts Forest,DMCR,,Côte d’Ivoire,90,-,-,-,-,-,-,5/3,4/2,9/7,-,-,-,16,-,64,1,10,-,54,70%,9,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,6.6,3356602
,Danilo,Notts Forest,DMCL,,Brazil,15,-,-,-,-,1,-,0/0,0/0,4/1,-,-,-,3,-,7,-,1,-,3,100%,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,6.2,3356602
,A. Elanga,Notts Forest,AMR,,Sweden,54,-,-,-,-,-,2,0/0,1/1,9/5,-,-,-,10,-,44,-,6,-,30,87%,12,1,-,1,1,-,2,1,-,1,-,-,-,-,-,-,-,-,6.3,3356602
,M. Gibbs-White,Notts Forest,AMC,,England,90,-,-,-,-,3,1,1/0,5/1,14/4,-,-,-,23,-,77,1,6,-,61,75%,37,2,-,2,-,1,1,5,-,2,-,-,-,-,-,-,-,-,6.3,3356602
,C. Hudson-Odoi,Notts Forest,AML,,England,72,-,-,-,-,1,-,0/0,0/0,0/0,1,-,-,9,-,46,-,2,-,36,89%,26,-,-,2,2,-,-,3,-,3,-,-,-,-,-,-,-,-,6.5,3356602
,C. Wood,Notts Forest,S,,New Zealand,72,1,-,-,-,1,-,0/0,11/7,12/7,-,-,-,13,1,32,-,2,-,26,62%,9,3,-,1,1,-,-,3,-,-,-,-,-,-,-,1,-,-,7.2,3356602
,R. Yates,Notts Forest,D,,England,75,-,-,-,-,3,4,1/1,2/1,13/7,-,-,-,6,-,58,-,4,-,37,95%,21,1,-,3,2,1,1,2,-,-,-,-,-,-,-,-,-,-,6.6,3356602
,E. Anderson,Notts Forest,M,,England,18,-,-,-,-,-,-,0/0,5/4,6/4,3,-,-,10,-,23,1,1,-,12,50%,8,1,-,-,-,-,-,4,-,1,-,-,-,-,-,-,-,-,6.5,3356602
,N. Domínguez,Notts Forest,M,,Argentina,36,-,-,-,-,-,-,2/1,3/2,7/4,-,-,-,6,-,32,-,1,-,29,83%,16,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,6.3,3356602
,T. Awoniyi,Notts Forest,F,,Nigeria,18,-,-,-,-,1,1,0/0,1/0,4/2,-,-,-,1,-,9,-,1,-,5,80%,5,-,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,6.1,3356602
,H. Toffolo,Notts Forest,D,,England,36,-,-,-,-,-,-,2/0,0/0,0/2,3,-,-,8,-,36,-,-,-,17,88%,13,-,-,1,-,1,-,2,-,3,-,-,-,-,-,-,-,-,5.9,3356602
,Neto,Bournemouth,GK,,Brazil,90,-,-,-,-,-,-,0/0,0/0,0/0,3,-,1,11,-,44,-,10,-,27,63%,2,10,-,-,-,-,-,-,-,-,7,1,-,-,-,-,-,-,7.4,3356602
,A. Smith,Bournemouth,DR,,England,63,-,-,-,-,-,2,1/0,0/0,0/3,2,-,-,3,-,28,2,4,-,15,80%,3,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,6.0,3356602
,I. Zabarnyi,Bournemouth,DCR,,Ukraine,90,-,-,-,-,-,1,0/0,6/2,7/3,6,-,-,12,-,71,2,2,-,57,79%,14,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.9,3356602
,Dean Huijsen,Bournemouth,DCL,,Spain,90,-,-,-,-,1,-,0/0,13/9,14/9,6,-,-,12,1,78,2,4,-,68,82%,6,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.7,3356602
,M. Kerkez,Bournemouth,DL,,Hungary,90,-,-,1,-,1,-,2/0,3/0,6/2,2,-,-,10,-,62,1,5,-,46,87%,14,8,-,-,-,-,-,1,-,3,-,-,-,-,-,-,-,-,6.0,3356602
,A. Scott,Bournemouth,DMCR,,England,63,-,-,-,-,1,5,8/4,1/0,19/13,2,-,-,6,-,49,3,3,-,21,90%,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.7,3356602
,L. Cook,Bournemouth,DMCL,,England,84,-,-,1,-,2,1,1/0,1/1,8/3,1,-,-,12,1,55,2,6,-,35,80%,11,4,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,6.6,3356602
,D. Ouattara,Bournemouth,AMR,,Burkina Faso,69,-,-,-,-,-,1,3/3,2/1,12/6,2,-,-,18,-,41,-,3,-,20,40%,12,3,-,1,-,-,1,3,-,1,-,-,-,-,-,-,-,-,6.1,3356602
,M. Tavernier,Bournemouth,AMC,,England,90,-,-,-,-,-,1,0/0,4/1,9/2,2,-,-,18,-,62,-,5,-,41,80%,20,3,-,5,1,1,-,5,1,5,-,-,-,-,-,-,-,-,6.5,3356602
,L. Sinisterra,Bournemouth,AML,,Colombia,63,-,-,-,-,-,1,1/0,3/0,10/3,1,-,-,7,-,29,-,7,-,15,80%,8,-,-,2,1,1,1,3,-,-,-,-,-,-,-,-,-,-,6.2,3356602
,A. Semenyo,Bournemouth,S,,Ghana,90,1,-,-,-,-,2,0/0,1/0,11/3,-,-,-,19,2,53,-,4,-,30,73%,16,1,-,5,2,1,1,5,-,3,-,-,-,-,1,-,1,-,7.0,3356602
,R. Christie,Bournemouth,M,,Scotland,27,-,-,-,-,1,1,0/0,0/0,4/2,1,-,-,10,-,35,1,5,-,24,75%,7,3,-,-,-,-,1,1,-,2,-,-,-,-,-,-,-,-,6.3,3356602
,J. Kluivert,Bournemouth,F,,Netherlands,27,-,-,1,-,2,1,0/0,0/0,6/2,-,-,-,4,-,19,1,2,-,10,90%,6,1,-,-,-,-,1,3,-,3,-,-,-,-,-,-,-,-,6.0,3356602
,J. Araujo,Bournemouth,D,,Mexico,27,-,-,-,-,-,-,1/0,3/0,4/1,-,-,-,6,-,26,-,4,-,19,68%,9,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.6,3356602
,D. Jebbison,Bournemouth,F,,Canada,21,-,-,-,-,-,1,0/0,1/0,3/1,1,-,-,4,-,9,-,-,-,4,75%,2,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,5.6,3356602
,P. Billing,Bournemouth,M,,Denmark,6,-,-,-,-,-,-,1/0,2/1,5/2,-,-,-,3,-,6,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,,3356602
,E. Martínez,Aston Villa,GK,,Argentina,90,-,-,-,-,-,-,0/0,0/0,0/0,1,-,-,11,-,42,-,10,-,33,67%,9,19,-,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,6.6,3356603
,M. Cash,Aston Villa,DR,,Poland,82,-,-,-,-,3,1,3/1,2/1,11/5,4,-,-,10,-,57,1,2,-,34,85%,15,1,-,-,-,-,-,1,1,1,-,-,1,-,-,-,-,-,6.1,3356603
,E. Konsa,Aston Villa,DCR,,England,90,-,-,-,-,-,1,1/0,2/2,0/4,2,-,-,5,-,55,1,1,-,45,91%,8,4,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.3,3356603
,Pau Torres,Aston Villa,DCL,,Spain,90,-,-,-,-,-,-,4/4,0/0,0/5,3,-,-,11,-,70,-,1,-,56,84%,13,6,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,6.7,3356603
,L. Digne,Aston Villa,DL,,France,74,-,-,-,-,-,1,2/0,5/3,8/5,1,-,-,15,-,54,1,3,-,33,82%,8,3,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,6.7,3356603
,A. Onana,Aston Villa,DMCR,,Belgium,90,1,-,-,-,1,3,3/1,8/3,17/10,3,-,-,4,-,51,2,6,-,31,97%,5,2,-,1,1,-,1,1,-,-,-,-,-,-,-,1,-,-,7.8,3356603
,Y. Tielemans,Aston Villa,DMCL,,Belgium,90,-,1,-,-,1,2,2/2,0/0,8/5,1,-,-,10,-,69,2,5,-,51,90%,8,1,-,2,-,2,1,-,1,2,-,-,-,-,-,-,-,-,7.7,3356603
,L. Bailey,Aston Villa,AMR,,Jamaica,74,-,-,1,-,2,2,0/0,0/0,8/4,-,-,-,17,-,41,-,4,-,24,58%,17,2,-,3,-,1,2,4,-,4,-,-,-,-,-,-,-,-,5.5,3356603
,M. Rogers,Aston Villa,AMC,,England,90,-,-,-,-,1,1,1/1,2/1,8/4,1,-,-,7,-,38,-,6,-,23,83%,13,-,-,2,1,1,1,3,-,1,-,-,-,-,-,-,-,-,6.3,3356603
,J. McGinn,Aston Villa,AML,,Scotland,62,-,-,-,-,2,3,2/1,0/0,7/5,1,-,-,3,-,26,-,1,-,13,92%,4,2,-,2,-,1,-,5,-,1,-,-,-,-,-,-,-,-,6.1,3356603
,O. Watkins,Aston Villa,S,,England,62,-,-,-,-,-,1,0/0,1/0,6/1,-,-,-,8,-,15,-,-,-,5,80%,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,5.4,3356603
,J. Durán,Aston Villa,F,,Colombia,28,1,-,-,-,-,2,1/1,4/3,11/7,-,-,-,7,-,25,-,-,-,12,75%,6,-,-,2,1,-,1,3,-,-,-,-,-,-,1,-,-,-,7.6,3356603
,J. Ramsey,Aston Villa,M,,England,28,-,1,-,-,-,-,0/0,0/0,2/1,-,-,-,2,-,17,-,5,-,12,100%,4,1,-,1,-,1,1,2,1,-,-,-,-,-,-,-,-,-,7.1,3356603
,I. Maatsen,Aston Villa,D,,Netherlands,16,-,-,-,-,-,-,3/2,0/0,0/3,-,-,-,2,1,12,-,2,-,7,71%,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.2,3356603
,J. Philogene,Aston Villa,M,,England,16,-,-,1,-,1,1,1/1,2/0,5/2,1,-,-,2,-,14,-,1,-,9,78%,2,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.1,3356603
,K. Nedeljković,Aston Villa,D,,Serbia,8,-,-,-,-,-,-,1/1,1/0,2/1,2,-,-,2,-,12,-,1,-,6,83%,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356603
,A. Aréola,West Ham,GK,,France,90,-,-,-,-,-,-,1/1,0/0,2/1,1,-,-,4,-,38,-,11,-,27,85%,-,11,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,6.2,3356603
,V. Coufal,West Ham,DR,,Czechia,85,-,-,-,-,4,1,0/0,2/0,9/1,4,-,-,8,-,44,2,1,-,21,86%,5,2,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,5.9,3356603
,K. Mavropanos,West Ham,DCR,,Greece,90,-,-,-,-,1,1,3/3,3/1,8/5,5,-,-,10,-,65,-,6,-,51,82%,4,7,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,6.5,3356603
,M. Kilman,West Ham,DCL,,England,90,-,-,-,-,-,-,2/1,7/2,9/4,7,-,-,12,-,89,2,5,-,73,85%,8,13,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.6,3356603
,Emerson,West Ham,DL,,Italy,90,-,-,-,-,2,-,0/0,1/1,3/1,1,-,-,6,-,58,-,5,-,44,91%,7,2,-,1,1,-,-,1,-,1,-,-,-,-,-,-,-,-,6.2,3356603
,G. Rodríguez,West Ham,DMC,,Argentina,85,-,-,-,-,2,1,3/3,0/0,7/4,-,-,-,7,-,56,1,3,-,46,87%,8,5,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.6,3356603
,J. Bowen,West Ham,AMR,,England,73,-,-,-,-,1,1,0/0,1/0,8/1,1,-,-,10,-,26,-,2,-,11,82%,6,1,-,-,-,-,-,1,-,4,-,-,-,-,-,-,-,-,5.4,3356603
,T. Souček,West Ham,AMCR,,Czechia,90,-,-,-,-,-,1,2/1,8/6,14/9,1,-,-,7,-,28,1,1,-,15,67%,4,-,-,5,-,1,-,9,-,1,-,-,-,-,-,-,-,1,5.9,3356603
,Lucas Paquetá,West Ham,AMCL,,Brazil,73,1,-,1,-,3,-,0/0,2/1,11/1,1,-,-,17,-,71,-,1,-,57,81%,18,6,1,1,1,-,-,1,-,-,-,-,-,-,-,-,1,-,6.9,3356603
,K. Mohammed,West Ham,AML,,Ghana,90,-,-,-,-,2,5,1/1,2/2,21/11,-,-,-,22,1,59,-,2,-,27,85%,4,2,-,2,-,1,3,7,1,9,-,-,-,-,-,-,-,-,7.0,3356603
,M. Antonio,West Ham,S,,Jamaica,73,-,-,-,-,1,-,0/0,0/0,0/0,-,-,-,10,-,21,-,4,-,9,67%,4,2,-,2,-,1,-,2,-,1,-,-,-,-,-,-,-,-,5.6,3356603
,C. Summerville,West Ham,M,,Netherlands,17,-,-,-,-,-,1,0/0,0/0,4/1,-,-,-,4,-,17,-,3,-,10,90%,4,-,-,-,-,-,-,3,1,2,-,-,-,-,-,-,-,-,6.4,3356603
,N. Füllkrug,West Ham,F,,Germany,17,-,-,-,-,1,-,0/0,1/1,2/1,1,-,-,1,-,6,-,2,-,4,100%,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.6,3356603
,D. Ings,West Ham,F,,England,5,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,2,-,5,-,-,-,3,67%,2,-,-,1,1,-,-,1,-,1,-,-,-,-,-,-,-,-,,3356603
,J. Ward-Prowse,West Ham,M,,England,17,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356603
,J. Todibo,West Ham,M,,France,5,-,-,-,-,1,-,1/0,0/0,4/2,-,-,-,3,-,12,-,1,-,7,100%,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,,3356603
,M. Flekken,Brentford,GK,,Netherlands,90,-,-,-,-,-,-,1/1,0/0,0/1,3,-,-,13,-,66,-,11,-,50,76%,4,29,-,-,-,-,-,-,-,-,6,1,-,-,-,-,-,-,8.2,3356604
,M. Roerslev,Brentford,DR,,Denmark,90,-,-,-,-,-,2,0/0,0/0,6/2,2,-,-,14,-,55,1,3,-,37,78%,6,6,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,5.9,3356604
,N. Collins,Brentford,DCR,,Republic of Ireland,90,-,-,-,-,-,1,5/2,3/2,11/8,6,-,-,7,-,69,-,8,-,52,88%,5,3,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,6.7,3356604
,E. Pinnock,Brentford,DCL,,Jamaica,90,-,-,-,-,-,-,2/0,7/5,13/7,5,-,-,11,-,59,1,4,-,42,81%,4,4,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,5.9,3356604
,K. Ajer,Brentford,DL,,Norway,90,-,-,-,-,-,-,0/0,3/1,4/2,-,-,-,12,-,44,1,2,-,35,71%,7,5,-,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,6.0,3356604
,C. Nørgaard,Brentford,MCR,,Denmark,90,-,-,-,-,1,1,3/1,2/1,8/5,3,-,-,13,-,58,3,5,-,42,74%,14,4,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,6.8,3356604
,V. Janelt,Brentford,MC,,Germany,74,-,-,-,-,-,2,3/2,2/2,9/7,1,-,-,4,-,44,2,5,-,29,93%,9,4,-,2,-,-,-,1,-,1,-,-,-,-,-,-,-,-,7.0,3356604
,M. Jensen,Brentford,MCL,,Denmark,84,-,-,-,-,1,2,0/0,1/1,7/3,-,-,-,15,-,51,2,5,-,31,77%,16,3,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,6.3,3356604
,B. Mbeumo,Brentford,WR,,Cameroon,90,1,-,-,-,1,2,0/0,4/0,9/3,-,-,-,19,-,40,-,4,-,25,56%,14,-,-,1,1,-,1,1,1,7,-,-,-,-,-,1,-,-,6.9,3356604
,Y. Wissa,Brentford,S,,DR Congo,84,1,1,1,-,1,4,0/0,1/1,7/6,-,-,-,6,-,37,-,5,-,26,85%,10,-,-,2,1,1,1,5,-,-,-,-,-,-,1,-,-,-,7.8,3356604
,K. Schade,Brentford,WL,,Germany,74,-,-,-,-,1,1,3/2,7/5,21/11,1,-,-,16,1,34,-,1,-,15,53%,9,1,-,1,-,-,2,3,-,2,-,-,-,-,-,-,-,-,6.2,3356604
,M. Damsgaard,Brentford,F,,Denmark,16,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,2,-,10,1,1,-,7,100%,3,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,5.6,3356604
,K. Lewis-Potter,Brentford,F,,England,16,-,-,-,-,-,-,1/1,1/1,3/2,-,-,-,4,-,7,-,-,-,4,50%,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.6,3356604
,Frank Onyeka,Brentford,M,,Nigeria,6,-,-,-,-,1,-,0/0,0/0,0/0,-,-,-,1,-,2,-,1,-,1,100%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356604
,Fabio Carvalho,Brentford,M,,Portugal,6,-,-,-,-,-,-,1/1,2/0,3/1,-,-,-,3,-,8,-,-,-,5,40%,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356604
,D. Henderson,Crystal Palace,GK,,England,90,-,-,-,-,-,-,0/0,0/0,0/0,1,-,-,9,-,29,-,5,-,22,59%,1,11,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,6.1,3356604
,C. Richards,Crystal Palace,DR,,United States,84,-,-,1,-,2,-,4/2,6/1,14/5,2,-,-,4,1,52,1,4,-,40,90%,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.8,3356604
,J. Andersen,Crystal Palace,DC,,Denmark,90,-,-,1,-,2,-,1/1,2/2,7/3,7,-,-,23,-,94,-,7,-,82,74%,19,20,-,1,1,-,-,-,-,1,-,-,-,-,-,-,-,-,6.2,3356604
